code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
601216,君正集团,0.11,-26.51,,6.54,,92431.16,46.99,,08-25
600101,明星电力,0.13,-9.52,,2.16,,4309.29,-9.74,,08-25
002325,洪涛股份,0.08,-20.0,,2.87,,10362.41,-17.22,,08-25
601880,辽港股份,0.02,6.32,,1.33,,23853.97,7.89,,08-25
688296,和达科技,0.25,38.89,2.83,12.51,,1308.64,42.75,,08-25
301078,孩子王,0.06,,0.98,6.59,,6145.73,,,08-25
002690,美亚光电,0.21,20.05,,6.73,,14171.03,20.08,,08-25
000890,法尔胜,0.08,-25.34,,3.53,,2941.8,-25.33,,08-25
000918,嘉凯城,-0.4,-24.53,,-26.35,,-71653.64,-24.77,,08-25
300150,世纪瑞尔,-0.04,-2176.47,,-1.24,,-1903.94,-2227.31,,08-25
002248,华东数控,-0.29,61.11,,-14.68,,-8779.85,61.43,,08-25
000581,威孚高科,1.31,39.36,,9.84,,132592.2,40.52,,08-25
002611,东方精工,0.17,142.86,,3.82,,13443.11,200.53,,08-25
300251,光线传媒,0.14,27.27,,5.61,,40055.5,24.61,,08-25
300548,博创科技,0.51,-1.92,,7.33,,4201.48,31.29,,08-25
002346,柘中股份,0.09,-50.0,,2.42,,4067.42,-48.95,,08-25
300283,温州宏丰,0.02,-50.0,,1.47,,834.4,-51.61,,08-25
000719,中原传媒,0.32,3.23,,4.81,,32333.27,2.07,,08-25
600533,栖霞建设,0.06,185.4,,1.7,,6773.88,185.71,,08-25
002085,万丰奥威,0.22,-16.45,,8.72,,48107.89,0.26,,08-25
600573,惠泉啤酒,0.01,-111.43,,0.18,,200.77,-112.28,,08-25
300679,电连技术,2.06,11.96,,16.86,,18537.09,12.17,,08-25
002183,怡亚通,0.16,6.67,,5.79,,33030.56,6.59,,08-25
601038,一拖股份,0.03,-79.5,,0.67,,3226.56,-79.62,,08-25
002480,新筑股份,-0.11,69.6,,-3.1,,-7093.64,69.6,,08-25
603320,迪贝电气,0.37,27.59,,7.37,,3056.8,38.6,,08-25
600782,新钢股份,0.21,157.86,,6.48,,57191.04,416.11,,08-25
002599,盛通股份,0.1,-4.58,,2.63,,3019.77,113.38,,08-25
603515,欧普照明,0.45,28.57,,8.0,,25867.79,41.29,,08-25
600819,耀皮玻璃,0.02,80.0,,0.57,,1717.71,76.86,,08-25
002634,棒杰股份,0.05,0.0,,3.35,,2264.7,5.64,,08-25
002368,太极股份,0.05,25.0,,0.81,,1958.86,8.94,,08-25
600561,江西长运,0.04,19900.0,,0.65,,915.0,19148.32,,08-25
600227,圣济堂,0.0,-101.13,,0.06,,298.7,-102.08,,08-25
300635,中达安,0.33,-12.45,,5.37,,2468.69,1.42,,08-25
002432,九安医疗,-0.11,-8.33,,-3.19,,-4787.27,9.65,,08-25
002172,澳洋健康,0.13,-7.14,,9.09,,9661.98,2.46,,08-25
601009,南京银行,0.6,-16.67,7.56,9.51,-4.35,510452.7,17.03,,08-25
001872,招商港口,0.43,3.87,,5.76,,27640.78,3.7,,08-25
300525,博思软件,0.07,-23.96,,1.15,,486.5,1.46,,08-25
002095,生意宝,0.05,0.0,,1.62,,1372.91,8.16,,08-25
300026,红日药业,0.09,-70.97,,4.66,,28240.37,-9.32,,08-25
002127,南极电商,0.09,50.0,,8.72,,13984.54,64.37,,08-25
002725,跃岭股份,0.11,-38.89,,2.0,,1822.17,-36.11,,08-25
300359,全通教育,-0.03,-150.0,,-0.89,,-1785.8,-149.73,,08-25
002214,大立科技,0.04,0.0,,1.76,,1726.62,1.46,,08-25
300449,汉邦高科,0.01,-92.31,,0.11,,71.67,-95.96,,08-25
600724,宁波富达,0.05,-79.2,,2.96,,7756.65,-79.21,,08-25
002281,光迅科技,0.27,-62.6,,5.79,,17167.88,12.17,,08-25
002886,沃特股份,0.23,-14.81,,3.69,,1771.54,11.86,,08-25
000718,苏宁环球,0.06,2.81,,2.43,,17782.45,2.47,,08-25
002410,广联达,0.13,32.29,,4.78,,14206.68,32.66,,08-25
603803,瑞斯康达,0.21,-36.36,,4.34,,8005.51,-33.46,,08-25
300619,金银河,0.31,-6.06,,6.51,,2147.97,17.04,,08-25
002753,永东股份,0.43,187.22,,9.53,,9529.98,330.87,,08-25
002824,和胜股份,0.29,-30.95,,5.44,,3618.82,-5.17,,08-25
300455,康拓红外,0.06,-49.27,1.67,3.37,,2188.96,23.14,,08-25
601375,中原证券,0.03,-70.0,,1.27,,13337.35,-56.44,10派0.73,08-25
600053,九鼎投资,0.3,-21.34,,7.17,,13055.68,-21.33,,08-25
600405,动力源,-0.07,26.92,,-3.53,,-2980.26,31.36,,08-25
688095,福昕软件,0.32,27.23,7.24,4.53,,1158.87,42.35,,08-25
300553,集智股份,0.27,-37.21,,4.11,,1300.22,-15.63,,08-25
601985,中国核电,0.16,2.5,,6.11,,254529.07,1.92,,08-25
300288,朗玛信息,0.81,575.0,,22.23,,27335.2,598.5,,08-25
000810,创维数字,0.05,-80.51,,2.05,,5440.47,-79.81,,08-25
300411,金盾股份,0.1,-16.67,,2.79,,1645.67,-17.66,,08-25
002209,达意隆,-0.05,-37.58,,-1.48,,-897.61,-37.6,,08-25
601319,中国人保,0.21,16.67,,,,881500.0,14.11,,08-25
002881,美格智能,0.21,16.67,,7.09,,1677.75,18.61,,08-25
600439,瑞贝卡,0.09,15.1,,4.43,,10522.71,38.03,,08-25
000668,荣丰控股,-0.03,-80.0,,-0.84,,-502.77,-76.43,,08-25
300277,海联讯,-0.02,-52.61,,-1.33,,-641.13,-52.53,,08-25
301126,达嘉维康,0.33,22.22,5.87,9.24,,3270.89,29.18,,08-25
600862,中航高科,0.15,1400.0,,6.12,,21412.34,938.83,,08-25
603693,江苏新能,0.39,34.48,6.34,6.18,,19512.04,34.18,,08-25
000838,财信发展,0.01,-84.92,,0.91,,1491.68,-84.97,,08-25
603165,荣晟环保,1.49,170.91,,24.79,,18072.94,248.2,,08-25
002800,天顺股份,0.27,9.0,,4.75,,2005.67,36.97,,08-25
603896,寿仙谷,0.37,5.71,,8.05,,4095.76,11.24,,08-25
600706,曲江文旅,0.28,16.67,,5.56,,5069.55,19.16,,08-25
002835,同为股份,0.09,-70.0,,3.02,,1973.34,-21.32,,08-25
600019,宝钢股份,0.28,33.33,,4.06,,616957.52,77.88,,08-25
300846,首都在线,0.2,-33.47,3.16,6.61,,1759.85,-27.97,10转25,08-25
601699,潞安环能,0.38,1800.0,,5.97,,114252.19,2118.85,,08-25
300530,达志科技,0.42,,,6.07,,2959.78,29.45,,08-25
688309,*ST恒誉,0.13,-178.92,1.77,7.82,,414.77,-181.84,,08-25
300597,吉大通信,0.06,-27.0,,2.24,,1344.03,-1.75,,08-25
300320,海达股份,0.21,46.05,,7.06,,6020.58,46.11,10派1.6送6转2,08-25
300651,金陵体育,0.16,-25.95,,2.41,,928.69,-26.59,,08-25
002448,中原内配,0.22,24.53,,5.9,,13194.79,24.52,,08-25
601188,龙江交通,0.14,11.11,,4.71,,18122.57,9.1,,08-25
600365,ST通葡,0.0,-50.0,,0.17,,114.85,-50.6,,08-25
600729,重庆百货,1.15,22.34,,9.56,,46681.19,22.11,,08-25
601636,旗滨集团,0.2,237.94,,8.45,,53571.5,252.72,,08-25
300287,飞利信,0.11,0.0,,2.78,,15432.78,9.77,,08-25
603023,威帝股份,0.06,-81.82,,3.95,,2134.21,-45.76,,08-25
000758,中色股份,0.09,40.86,,3.37,,17443.2,40.87,,08-25
002110,三钢闽光,0.79,44.67,,13.79,,108058.72,199.88,,08-25
300043,星辉娱乐,0.13,-40.91,,6.75,,16467.84,-38.82,,08-25
603789,星光农机,0.19,6.75,,3.6,,3921.55,7.54,10转3,08-25
300077,国民技术,0.08,0.0,,1.48,,4423.86,-2.7,,08-25
600272,开开实业,0.07,40.0,,3.34,,1631.54,39.12,,08-25
300672,国科微,-0.31,-27.91,,-3.67,,-2554.77,-28.75,,08-25
600077,宋都股份,0.01,-84.62,,0.45,,1605.24,-84.64,,08-25
002011,盾安环境,0.07,0.0,,1.47,,6582.45,11.21,,08-25
002307,北新路桥,0.03,28.4,,0.97,,1787.6,28.53,,08-25
002603,以岭药业,0.28,0.0,,5.16,,33928.57,9.08,,08-25
600489,中金黄金,0.06,0.0,,1.59,,21238.88,9.44,,08-25
603011,合锻智能,0.06,0.0,,1.64,,2767.5,20.41,,08-25
603690,至纯科技,0.12,-21.57,,6.63,,2500.45,4.76,,08-25
000016,深康佳A,0.01,141.51,,1.06,,3087.13,140.53,,08-25
300331,苏大维格,0.16,433.33,,2.61,,3569.53,572.04,,08-25
300399,天利科技,-0.01,-107.69,,-0.41,,-176.66,-108.68,,08-25
300455,康拓红外,0.06,-49.27,1.67,3.37,,2188.96,23.14,,08-25
601375,中原证券,0.03,-70.0,,1.27,,13337.35,-56.44,10派0.73,08-25
600053,九鼎投资,0.3,-21.34,,7.17,,13055.68,-21.33,,08-25
600405,动力源,-0.07,26.92,,-3.53,,-2980.26,31.36,,08-25
688095,福昕软件,0.32,27.23,7.24,4.53,,1158.87,42.35,,08-25
300553,集智股份,0.27,-37.21,,4.11,,1300.22,-15.63,,08-25
601985,中国核电,0.16,2.5,,6.11,,254529.07,1.92,,08-25
300288,朗玛信息,0.81,575.0,,22.23,,27335.2,598.5,,08-25
000810,创维数字,0.05,-80.51,,2.05,,5440.47,-79.81,,08-25
300411,金盾股份,0.1,-16.67,,2.79,,1645.67,-17.66,,08-25
002209,达意隆,-0.05,-37.58,,-1.48,,-897.61,-37.6,,08-25
601319,中国人保,0.21,16.67,,,,881500.0,14.11,,08-25
002881,美格智能,0.21,16.67,,7.09,,1677.75,18.61,,08-25
600439,瑞贝卡,0.09,15.1,,4.43,,10522.71,38.03,,08-25
000668,荣丰控股,-0.03,-80.0,,-0.84,,-502.77,-76.43,,08-25
300277,海联讯,-0.02,-52.61,,-1.33,,-641.13,-52.53,,08-25
301126,达嘉维康,0.33,22.22,5.87,9.24,,3270.89,29.18,,08-25
600862,中航高科,0.15,1400.0,,6.12,,21412.34,938.83,,08-25
603693,江苏新能,0.39,34.48,6.34,6.18,,19512.04,34.18,,08-25
000838,财信发展,0.01,-84.92,,0.91,,1491.68,-84.97,,08-25
603165,荣晟环保,1.49,170.91,,24.79,,18072.94,248.2,,08-25
002800,天顺股份,0.27,9.0,,4.75,,2005.67,36.97,,08-25
603896,寿仙谷,0.37,5.71,,8.05,,4095.76,11.24,,08-25
600706,曲江文旅,0.28,16.67,,5.56,,5069.55,19.16,,08-25
002835,同为股份,0.09,-70.0,,3.02,,1973.34,-21.32,,08-25
600019,宝钢股份,0.28,33.33,,4.06,,616957.52,77.88,,08-25
300846,首都在线,0.2,-33.47,3.16,6.61,,1759.85,-27.97,10转25,08-25
601699,潞安环能,0.38,1800.0,,5.97,,114252.19,2118.85,,08-25
300530,达志科技,0.42,,,6.07,,2959.78,29.45,,08-25
688309,*ST恒誉,0.13,-178.92,1.77,7.82,,414.77,-181.84,,08-25
300597,吉大通信,0.06,-27.0,,2.24,,1344.03,-1.75,,08-25
603023,威帝股份,0.06,-81.82,,3.95,,2134.21,-45.76,,08-25
300320,海达股份,0.21,46.05,,7.06,,6020.58,46.11,10派1.6送6转2,08-25
300651,金陵体育,0.16,-25.95,,2.41,,928.69,-26.59,,08-25
002448,中原内配,0.22,24.53,,5.9,,13194.79,24.52,,08-25
601188,龙江交通,0.14,11.11,,4.71,,18122.57,9.1,,08-25
600365,ST通葡,0.0,-50.0,,0.17,,114.85,-50.6,,08-25
600729,重庆百货,1.15,22.34,,9.56,,46681.19,22.11,,08-25
601636,旗滨集团,0.2,237.94,,8.45,,53571.5,252.72,,08-25
300287,飞利信,0.11,0.0,,2.78,,15432.78,9.77,,08-25
000758,中色股份,0.09,40.86,,3.37,,17443.2,40.87,,08-25
002110,三钢闽光,0.79,44.67,,13.79,,108058.72,199.88,,08-25
300043,星辉娱乐,0.13,-40.91,,6.75,,16467.84,-38.82,,08-25
603789,星光农机,0.19,6.75,,3.6,,3921.55,7.54,10转3,08-25
300077,国民技术,0.08,0.0,,1.48,,4423.86,-2.7,,08-25
600272,开开实业,0.07,40.0,,3.34,,1631.54,39.12,,08-25
300672,国科微,-0.31,-27.91,,-3.67,,-2554.77,-28.75,,08-25
600077,宋都股份,0.01,-84.62,,0.45,,1605.24,-84.64,,08-25
002011,盾安环境,0.07,0.0,,1.47,,6582.45,11.21,,08-25
002307,北新路桥,0.03,28.4,,0.97,,1787.6,28.53,,08-25
002603,以岭药业,0.28,0.0,,5.16,,33928.57,9.08,,08-25
600489,中金黄金,0.06,0.0,,1.59,,21238.88,9.44,,08-25
603011,合锻智能,0.06,0.0,,1.64,,2767.5,20.41,,08-25
603690,至纯科技,0.12,-21.57,,6.63,,2500.45,4.76,,08-25
000016,深康佳A,0.01,141.51,,1.06,,3087.13,140.53,,08-25
300331,苏大维格,0.16,433.33,,2.61,,3569.53,572.04,,08-25
300399,天利科技,-0.01,-107.69,,-0.41,,-176.66,-108.68,,08-25
002560,通达股份,0.02,-80.0,,0.59,,895.23,-79.31,,08-25
605258,协和电子,0.83,,2.78,34.95,,4963.61,,,08-25
688135,利扬芯片,0.11,-21.43,3.42,3.95,,1003.95,-6.62,,08-25
603517,绝味食品,0.62,21.57,,12.29,,23774.96,30.65,,08-25
600114,东睦股份,0.36,80.0,,6.42,,15057.6,93.4,,08-25
300538,同益股份,0.13,-65.79,,1.78,,699.84,-56.57,,08-25
002042,华孚时尚,0.48,33.33,,8.28,,43878.37,45.89,,08-25
601918,新集能源,0.06,500.0,,3.31,,15363.52,302.59,,08-25
300006,莱美药业,0.05,25.0,,2.64,,4343.57,34.39,,08-25
300340,科恒股份,0.52,1157.56,,4.61,,6077.3,1380.5,,08-25
002140,东华科技,0.15,14.26,,3.24,,6717.71,14.3,,08-25
002434,万里扬,0.31,121.43,,7.3,,42149.68,204.2,,08-25
603787,新日股份,0.22,-15.38,,5.72,,3673.79,-7.13,,08-25
603859,能科科技,0.06,-17.96,,1.05,,684.57,9.35,,08-25
000906,浙商中拓,0.17,-5.56,,4.97,,8581.23,22.27,,08-25
000565,渝三峡A,0.09,12.5,,4.02,,4004.36,18.24,,08-25
002294,信立泰,0.7,6.06,,13.33,,73041.28,5.19,,08-25
603578,三星新材,0.37,-2.63,,7.71,,2948.67,16.62,,08-25
002063,远光软件,0.12,1.06,,4.06,,7430.94,2.4,,08-25
002129,TCL中环,0.1,9.17,,2.57,,27404.9,9.26,,08-25
002423,中粮资本,-0.2,104.02,,-5.59,,-9955.62,104.15,,08-25
600999,招商证券,0.35,-8.58,,3.88,,255225.91,13.85,,08-25
603159,上海亚虹,0.21,-25.0,,5.33,,2085.0,0.99,,08-25
002761,浙江建投,0.06,-25.0,,1.05,,685.48,-30.72,,08-25
000892,欢瑞世纪,-0.04,10000.0,,-1.48,,-3963.4,25180.57,,08-25
600373,中文传媒,0.58,26.09,,7.0,,79471.55,25.26,,08-25
002558,巨人网络,0.34,-66.99,,8.82,,69730.84,39.55,,08-25
600125,铁龙物流,0.14,45.36,,3.6,,18375.17,45.53,,08-25
002052,*ST同洲,0.0,-103.08,,0.23,,207.96,-103.06,,08-25
002982,湘佳股份,-0.64,-228.0,4.66,-12.91,,-4900.24,-227.55,,08-25
600869,远东股份,0.05,-51.41,,1.89,,10750.14,-48.18,,08-25
002118,紫鑫药业,0.09,200.0,,2.9,,11034.37,437.31,,08-25
603069,海汽集团,0.11,-31.25,,3.27,,3429.69,-12.18,,08-25
002444,巨星科技,0.23,0.0,,4.38,,25115.88,4.5,,08-25
000878,云南铜业,0.09,1037.5,,2.23,,12864.78,1099.75,,08-25
300680,隆盛科技,0.28,-3.45,,6.85,,1425.96,-4.24,,08-25
300119,瑞普生物,0.14,6.68,,2.92,,5618.64,10.93,,08-25
002216,三全食品,0.09,12.5,,3.73,,7284.41,16.68,,08-25
600398,海澜之家,0.42,7.69,,18.3,,187518.73,5.77,,08-25
688180,君实生物,-0.23,53.33,2.23,-10.56,,-13394.89,243.02,,08-25
002635,安洁科技,0.28,-22.22,,6.25,,16701.18,17.93,,08-25
002369,卓翼科技,0.0,-84.3,,0.1,,181.17,-80.87,,08-25
600190,锦州港,0.04,236.38,,1.42,,8439.25,236.38,,08-25
600562,国睿科技,0.16,-11.11,,4.57,,7891.02,-5.23,,08-25
300140,中环装备,0.06,-1128.81,,1.66,,2096.07,-1549.21,,08-25
600101,明星电力,0.13,-9.52,,2.16,,4309.29,-9.74,,08-25
002325,洪涛股份,0.08,-20.0,,2.87,,10362.41,-17.22,,08-25
601880,辽港股份,0.02,6.32,,1.33,,23853.97,7.89,,08-25
688296,和达科技,0.25,38.89,2.83,12.51,,1308.64,42.75,,08-25
301078,孩子王,0.06,,0.98,6.59,,6145.73,,,08-25
002690,美亚光电,0.21,20.05,,6.73,,14171.03,20.08,,08-25
000890,法尔胜,0.08,-25.34,,3.53,,2941.8,-25.33,,08-25
601216,君正集团,0.11,-26.51,,6.54,,92431.16,46.99,,08-25
002611,东方精工,0.17,142.86,,3.82,,13443.11,200.53,,08-25
300251,光线传媒,0.14,27.27,,5.61,,40055.5,24.61,,08-25
300548,博创科技,0.51,-1.92,,7.33,,4201.48,31.29,,08-25
002346,柘中股份,0.09,-50.0,,2.42,,4067.42,-48.95,,08-25
300283,温州宏丰,0.02,-50.0,,1.47,,834.4,-51.61,,08-25
000719,中原传媒,0.32,3.23,,4.81,,32333.27,2.07,,08-25
600533,栖霞建设,0.06,185.4,,1.7,,6773.88,185.71,,08-25
002085,万丰奥威,0.22,-16.45,,8.72,,48107.89,0.26,,08-25
600573,惠泉啤酒,0.01,-111.43,,0.18,,200.77,-112.28,,08-25
300679,电连技术,2.06,11.96,,16.86,,18537.09,12.17,,08-25
300150,世纪瑞尔,-0.04,-2176.47,,-1.24,,-1903.94,-2227.31,,08-25
002248,华东数控,-0.29,61.11,,-14.68,,-8779.85,61.43,,08-25
000581,威孚高科,1.31,39.36,,9.84,,132592.2,40.52,,08-25
002611,东方精工,0.17,142.86,,3.82,,13443.11,200.53,,08-25
300251,光线传媒,0.14,27.27,,5.61,,40055.5,24.61,,08-25
300548,博创科技,0.51,-1.92,,7.33,,4201.48,31.29,,08-25
002346,柘中股份,0.09,-50.0,,2.42,,4067.42,-48.95,,08-25
002368,太极股份,0.05,25.0,,0.81,,1958.86,8.94,,08-25
600561,江西长运,0.04,19900.0,,0.65,,915.0,19148.32,,08-25
600227,圣济堂,0.0,-101.13,,0.06,,298.7,-102.08,,08-25
300635,中达安,0.33,-12.45,,5.37,,2468.69,1.42,,08-25
002432,九安医疗,-0.11,-8.33,,-3.19,,-4787.27,9.65,,08-25
002172,澳洋健康,0.13,-7.14,,9.09,,9661.98,2.46,,08-25
601009,南京银行,0.6,-16.67,7.56,9.51,-4.35,510452.7,17.03,,08-25
603320,迪贝电气,0.37,27.59,,7.37,,3056.8,38.6,,08-25
600782,新钢股份,0.21,157.86,,6.48,,57191.04,416.11,,08-25
002599,盛通股份,0.1,-4.58,,2.63,,3019.77,113.38,,08-25
603515,欧普照明,0.45,28.57,,8.0,,25867.79,41.29,,08-25
600819,耀皮玻璃,0.02,80.0,,0.57,,1717.71,76.86,,08-25
002634,棒杰股份,0.05,0.0,,3.35,,2264.7,5.64,,08-25
002095,生意宝,0.05,0.0,,1.62,,1372.91,8.16,,08-25
300026,红日药业,0.09,-70.97,,4.66,,28240.37,-9.32,,08-25
002127,南极电商,0.09,50.0,,8.72,,13984.54,64.37,,08-25
002725,跃岭股份,0.11,-38.89,,2.0,,1822.17,-36.11,,08-25
300359,全通教育,-0.03,-150.0,,-0.89,,-1785.8,-149.73,,08-25
001872,招商港口,0.43,3.87,,5.76,,27640.78,3.7,,08-25
300525,博思软件,0.07,-23.96,,1.15,,486.5,1.46,,08-25
000718,苏宁环球,0.06,2.81,,2.43,,17782.45,2.47,,08-25
002410,广联达,0.13,32.29,,4.78,,14206.68,32.66,,08-25
603803,瑞斯康达,0.21,-36.36,,4.34,,8005.51,-33.46,,08-25
000153,丰原药业,0.14,65.48,,3.71,,4354.99,65.56,,08-25
002214,大立科技,0.04,0.0,,1.76,,1726.62,1.46,,08-25
300449,汉邦高科,0.01,-92.31,,0.11,,71.67,-95.96,,08-25
600724,宁波富达,0.05,-79.2,,2.96,,7756.65,-79.21,,08-25
002281,光迅科技,0.27,-62.6,,5.79,,17167.88,12.17,,08-25
002886,沃特股份,0.23,-14.81,,3.69,,1771.54,11.86,,08-25
600151,航天机电,-0.14,-279.51,,-3.31,,-19852.25,-306.0,,08-25
002367,康力电梯,0.26,-22.5,,5.68,,20415.47,-16.29,10派1,08-25
688678,福立旺,0.2,,1.5,14.42,,1875.66,,,08-25
603041,美思德,0.34,-30.37,,5.49,,2985.21,-19.51,,08-25
603700,宁水集团,0.45,-19.64,2.98,14.28,,5285.54,-19.44,,08-25
300667,必创科技,0.13,62.5,,3.9,,643.47,68.05,,08-25
600633,浙数文化,1.01,294.82,,18.66,,131949.32,332.62,,08-25
300470,中密控股,0.41,-39.76,,4.8,,4370.14,20.94,,08-25
000988,华工科技,0.2,53.85,,5.44,,17613.11,50.18,,08-25
002598,山东章鼓,0.1,23.38,,4.11,,3146.44,23.5,,08-25
300239,东宝生物,0.03,45.3,,1.67,,1214.1,45.43,,08-25
002039,黔源电力,0.15,-54.02,,2.22,,4713.19,-54.01,,08-25
601901,方正证券,0.1,-61.54,4.43,2.29,1.32,82419.45,-61.71,,08-25
603589,口子窖,0.88,31.34,,11.79,,52586.0,29.87,,08-25
600879,航天电子,0.08,-19.59,,2.05,,20888.44,106.34,,08-25
603029,天鹅股份,-0.03,-127.27,,-0.41,,-292.67,-134.15,,08-25
002688,金河生物,0.12,-20.0,,5.06,,7680.92,-18.49,,08-25
002454,松芝股份,0.27,0.0,,4.03,,11454.76,1.37,,08-25
000400,许继电气,0.16,46.37,,2.25,,16046.86,46.45,,08-25
300127,银河磁体,0.34,112.5,,9.66,,11041.49,110.1,,08-25
000973,佛塑科技,0.05,32.35,,2.06,,4318.34,29.68,,08-25
300013,新宁物流,0.12,485.0,,2.6,,3480.95,642.11,,08-25
000815,美利云,-0.01,-90.91,,-0.18,,-349.87,-92.71,,08-25
603801,志邦家居,0.54,29.38,,9.55,,6430.47,29.39,,08-25
002982,湘佳股份,-0.64,-228.0,4.66,-12.91,,-4900.24,-227.55,,08-25
600869,远东股份,0.05,-51.41,,1.89,,10750.14,-48.18,,08-25
002118,紫鑫药业,0.09,200.0,,2.9,,11034.37,437.31,,08-25
300140,中环装备,0.06,-1128.81,,1.66,,2096.07,-1549.21,,08-25
688180,君实生物,-0.23,53.33,2.23,-10.56,,-13394.89,243.02,,08-25
002635,安洁科技,0.28,-22.22,,6.25,,16701.18,17.93,,08-25
002369,卓翼科技,0.0,-84.3,,0.1,,181.17,-80.87,,08-25
600190,锦州港,0.04,236.38,,1.42,,8439.25,236.38,,08-25
600562,国睿科技,0.16,-11.11,,4.57,,7891.02,-5.23,,08-25
000890,法尔胜,0.08,-25.34,,3.53,,2941.8,-25.33,,08-25
601216,君正集团,0.11,-26.51,,6.54,,92431.16,46.99,,08-25
600101,明星电力,0.13,-9.52,,2.16,,4309.29,-9.74,,08-25
002325,洪涛股份,0.08,-20.0,,2.87,,10362.41,-17.22,,08-25
601880,辽港股份,0.02,6.32,,1.33,,23853.97,7.89,,08-25
688296,和达科技,0.25,38.89,2.83,12.51,,1308.64,42.75,,08-25
301078,孩子王,0.06,,0.98,6.59,,6145.73,,,08-25
002690,美亚光电,0.21,20.05,,6.73,,14171.03,20.08,,08-25
300349,金卡智能,0.4,84.29,,3.45,,9452.84,140.62,,08-24
002151,北斗星通,0.05,66.67,,0.6,,2551.65,95.82,,08-24
600688,上海石化,0.24,-17.07,,9.82,,257547.9,-16.83,,08-24
000538,云南白药,1.5,12.78,,9.48,,156504.94,12.75,,08-24
600795,国电电力,0.09,-52.75,,3.38,,177252.65,-51.52,,08-24
603536,惠发食品,0.19,-151.35,,4.06,,1668.67,-149.99,,08-24
002051,中工国际,0.44,-2.22,,6.69,,49461.57,19.61,,08-24
002467,二六三,0.06,-45.45,,2.74,,4963.37,-42.03,,08-24
300107,建新股份,0.04,70.21,,2.15,,1980.62,55.12,,08-24
600112,ST天成,0.06,397.48,,2.58,,3012.64,396.24,,08-24
002040,南京港,0.12,106.67,,1.98,,4617.18,213.21,,08-24
688680,海优新材,0.28,-48.15,6.78,4.15,,1724.92,-41.65,10派0.846,08-24
600252,中恒集团,0.11,35.8,,7.09,,38654.26,38.17,,08-24
002490,山东墨龙,0.01,15.79,,0.39,,702.07,16.25,,08-24
002829,星网宇达,0.12,-61.29,,2.38,,1931.85,7.68,,08-24
002588,史丹利,0.18,-43.75,,4.97,,20435.71,-45.88,,08-24
600509,天富能源,0.17,21.43,,3.11,,14997.59,15.27,,08-24
688577,浙海德曼,0.53,1666.67,4.77,12.96,,1868.57,1829.29,,08-24
002689,远大智能,0.04,2.51,,2.42,,3509.7,1.96,,08-24
300481,濮阳惠成,0.22,11.17,,7.55,,3561.54,12.23,,08-24
002431,棕榈股份,0.06,50.0,,1.96,,8430.6,60.91,,08-24
300405,科隆股份,0.12,94.58,,1.53,,1430.37,235.61,,08-24
600306,ST商城,0.8,-281.5,,103.05,,14227.06,-281.89,,08-24
601238,广汽集团,0.96,54.84,,13.1,,618260.24,55.29,10派1,08-24
002270,华明装备,0.19,5.56,,5.13,,9855.92,5.99,,08-24
002566,益盛药业,0.09,12.5,,1.67,,2935.54,17.62,,08-24
002633,申科股份,-0.02,-75.0,,-0.45,,-232.02,-80.47,,08-24
688335,复洁环保,0.06,-78.57,2.02,3.12,,164.72,-76.52,,08-24
002699,ST美盛,0.1,0.0,,2.72,,9461.11,108.51,,08-24
002126,银轮股份,0.23,43.75,,7.08,,16689.17,41.43,,08-24
600996,贵广网络,0.31,-16.76,,7.85,,32006.33,3.92,,08-24
600508,上海能源,0.52,30.0,,4.37,,37934.42,32.09,,08-24
600841,动力新科,0.08,33.33,,1.83,,6530.28,22.34,,08-24
002094,青岛金王,0.81,412.61,,16.03,,30658.93,491.95,10派0.5,08-24
000961,中南建设,0.1,-6.1,,2.6,,35420.37,5.12,,08-24
300480,光力科技,0.09,12.5,,3.56,,1720.04,18.09,,08-24
300807,天迈科技,0.15,-46.43,5.06,3.03,,767.28,-41.36,,08-24
000622,恒立实业,-0.02,-26.67,,-4.02,,-793.99,-26.91,,08-24
002769,普路通,0.25,-19.35,,7.48,,9400.92,-17.32,,08-24
002499,*ST科林,0.23,166.55,,6.01,,4353.26,166.7,,08-24
002235,安妮股份,0.09,355.0,,1.58,,3772.61,554.61,,08-24
601579,会稽山,0.17,-1.73,,2.87,,8443.02,21.83,,08-24
002565,顺灏股份,0.02,-66.67,,0.79,,1681.27,-62.18,,08-24
002111,威海广泰,0.28,12.0,,4.01,,10856.61,18.25,,08-24
600665,天地源,0.12,-279.85,,3.6,,10489.38,-279.95,,08-24
002529,海源复材,0.1,-232.8,,1.65,,2603.5,-232.98,,08-24
002869,金溢科技,0.6,-3.23,,10.55,,5633.14,3.61,10派2,08-24
300200,高盟新材,0.07,-61.14,,2.22,,1759.46,-52.58,,08-24
002034,旺能环境,0.05,-37.5,,0.7,,586.1,-12.2,,08-24
002362,汉王科技,0.09,125.0,,2.53,,2015.17,148.71,,08-24
688622,禾信仪器,-0.11,,1.43,-7.3,,-568.12,,,08-24
000796,ST凯撒,0.17,136.11,,6.93,,13443.68,136.11,,08-24
002460,赣锋锂业,0.81,118.92,,22.59,,60737.88,118.36,,08-24
002252,上海莱士,0.14,-40.43,,5.88,,70883.8,9.3,,08-24
002582,好想你,0.13,30.0,,2.14,,6870.71,371.87,,08-24
