code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
002649,博彦科技,0.15,-69.17,,4.09,,7715.99,-6.04,,08-24
002996,顺博合金,0.18,0.0,2.22,8.23,,6503.15,2.16,,08-24
600717,天津港,0.34,-12.82,,3.59,,56190.82,-13.48,,08-24
301007,德迈仕,0.24,11.84,1.76,14.05,,2402.68,11.96,,08-24
600823,世茂股份,0.37,-28.85,,6.82,,139664.25,0.39,,08-24
002339,积成电子,-0.02,-140.0,,-0.51,,-778.38,-138.79,,08-24
002197,证通电子,0.02,0.0,,0.34,,929.35,-8.94,,08-24
300165,天瑞仪器,0.09,-22.78,,2.73,,4223.1,15.76,,08-24
300233,金城医药,0.36,20.0,,4.27,,12506.05,67.38,,08-24
300971,博亚精工,0.38,31.03,5.76,7.22,,2239.74,35.03,,08-24
002787,华源控股,0.17,-63.04,,5.02,,4836.01,-24.9,,08-24
002285,世联行,0.14,40.0,,6.7,,28482.53,40.49,,08-24
600459,贵研铂业,0.23,43.75,,3.26,,6107.6,49.13,,08-24
300018,中元股份,0.05,-28.57,,1.76,,2506.76,-20.01,,08-24
002120,韵达股份,0.74,174.07,,18.18,,74773.49,1775.7,,08-24
300891,惠云钛业,0.22,-2300.0,2.01,11.41,,6519.7,-3461.53,10派1.5,08-24
002602,世纪华通,0.6,122.22,,13.17,,61819.1,125.0,,08-24
002371,北方华创,0.12,92.17,,1.64,,5278.88,154.76,,08-24
600192,长城电工,0.03,-29.52,,0.7,,1360.59,-29.56,,08-24
600017,日照港,0.07,40.0,,2.18,,22711.28,41.59,,08-24
601518,吉林高速,0.1,25.0,,4.6,,12465.96,32.72,,08-24
600061,国投资本,0.34,-10.53,,4.78,,126705.26,-8.6,,08-24
603496,恒为科技,0.45,9.2,,11.91,,3390.7,9.19,,08-24
002327,富安娜,0.19,-8.82,,5.73,,15858.64,-6.36,,08-24
000695,滨海能源,-0.07,319.16,,-4.73,,-1516.22,309.5,,08-24
301197,工大科雅,0.26,-3.7,3.3,9.24,,1870.09,-0.32,10派2.3,08-24
002692,ST远程,0.05,-48.39,,2.29,,3342.5,-48.32,,08-24
002316,*ST亚联,-0.1,929.0,,-4.83,,-4045.39,603.68,,08-24
002647,仁东控股,0.0,-101.63,,0.1,,112.07,-102.77,,08-24
301166,优宁维,0.49,-7.55,8.44,8.69,,734.79,-6.7,,08-24
002153,石基信息,0.17,6.25,,3.64,,18249.43,3.87,,08-24
002774,快意电梯,0.11,-37.71,,4.75,,3362.08,-27.35,,08-24
002809,红墙股份,0.33,-42.11,,4.42,,3986.29,16.81,,08-24
600435,北方导航,0.0,19.33,,0.23,,478.52,19.31,,08-24
002009,天奇股份,0.14,7.69,,2.69,,5206.23,7.04,,08-24
000028,国药一致,1.3,-13.11,,6.41,,55612.53,2.58,,08-24
002174,游族网络,0.39,44.44,,11.7,,33949.23,44.8,,08-24
002590,万安科技,0.15,25.0,,4.05,,7112.35,19.28,,08-24
688299,长阳科技,0.02,,2.43,1.48,,435.63,,,08-24
603757,大元泵业,1.14,32.56,,20.6,,7158.04,33.06,,08-24
600621,华鑫股份,0.06,-77.78,,1.31,,6765.18,-52.43,,08-24
002785,万里石,0.05,0.0,,1.62,,1062.82,17.01,,08-24
002020,京新药业,0.27,22.92,,6.89,,16999.5,22.91,,08-24
603609,禾丰股份,0.13,-40.91,,3.53,,10810.02,-41.59,,08-24
002412,汉森制药,0.18,5.26,,4.15,,5329.12,5.27,,08-24
600609,金杯汽车,-0.31,672.5,,,,-33712.42,671.87,,08-24
603238,诺邦股份,0.19,-42.42,,3.35,,2099.89,-28.4,,08-24
002238,天威视讯,0.21,-16.99,,4.74,,13093.61,-17.0,,08-24
601898,中煤能源,0.13,160.0,,1.95,,169613.7,175.17,,08-24
300599,雄塑科技,0.15,-21.05,,3.85,,4358.56,0.97,,08-24
603968,醋化股份,0.37,12.12,,5.93,,7631.31,11.7,,08-24
000683,远兴能源,0.08,700.0,,3.85,,31900.94,691.49,,08-24
002417,*ST深南,0.06,-127.27,,4.65,,1654.52,-128.2,,08-24
600288,大恒科技,-0.01,-46.62,,-0.23,,-343.96,-46.62,,08-24
300157,恒泰艾普,0.1,400.0,,1.87,,7093.83,403.8,,08-24
000545,金浦钛业,0.1,225.67,,5.03,,9645.53,186.1,,08-24
002474,榕基软件,0.03,28.46,,1.47,,2079.52,28.44,,08-24
000958,电投产融,0.04,-90.91,,1.79,,4656.9,-80.83,,08-24
603328,依顿电子,0.25,-50.98,,5.18,,25253.41,0.53,10派2.5,08-24
002298,中电兴发,0.12,0.35,,1.94,,8138.7,11.66,,08-24
603501,韦尔股份,0.14,-17.65,,6.64,,5881.01,-14.85,,08-24
300333,兆日科技,0.05,14.19,,1.99,,1704.77,14.21,,08-24
002133,广宇集团,0.08,-60.0,,2.15,,6118.69,-60.13,,08-24
002199,东晶电子,-0.01,-97.37,,-0.36,,-165.14,-97.38,,08-24
002836,新宏泽,0.11,-15.38,,4.6,,1824.26,13.22,,08-24
002683,广东宏大,0.11,1690.63,,2.78,,8041.46,1902.37,,08-24
603133,碳元科技,0.15,-21.05,,3.86,,2678.2,-10.25,,08-24
600765,中航重机,0.14,55.56,,3.05,,10847.61,47.74,,08-24
300245,天玑科技,0.16,13.21,,5.56,,4294.99,9.84,,08-24
301011,华立科技,0.23,21.05,3.43,7.42,,1319.55,29.09,,08-24
002340,格林美,0.07,16.67,,3.85,,27263.26,58.6,,08-24
002079,苏州固锝,0.07,4.23,,3.63,,5352.37,3.68,,08-24
002373,千方科技,0.14,16.67,,4.72,,15638.49,19.89,,08-24
300608,思特奇,-0.1,-58.33,,-1.6,,-801.6,-34.66,,08-24
002111,威海广泰,0.28,12.0,,4.01,,10856.61,18.25,,08-24
002777,久远银海,0.44,29.41,,7.36,,3495.69,27.54,10转10,08-24
002034,旺能环境,0.05,-37.5,,0.7,,586.1,-12.2,,08-24
002362,汉王科技,0.09,125.0,,2.53,,2015.17,148.71,,08-24
688622,禾信仪器,-0.11,,1.43,-7.3,,-568.12,,,08-24
000796,ST凯撒,0.17,136.11,,6.93,,13443.68,136.11,,08-24
002460,赣锋锂业,0.81,118.92,,22.59,,60737.88,118.36,,08-24
600665,天地源,0.12,-279.85,,3.6,,10489.38,-279.95,,08-24
002529,海源复材,0.1,-232.8,,1.65,,2603.5,-232.98,,08-24
002869,金溢科技,0.6,-3.23,,10.55,,5633.14,3.61,,08-24
300200,高盟新材,0.07,-61.14,,2.22,,1759.46,-52.58,,08-24
002649,博彦科技,0.15,-69.17,,4.09,,7715.99,-6.04,,08-24
002996,顺博合金,0.18,0.0,2.22,8.23,,6503.15,2.16,,08-24
002252,上海莱士,0.14,-40.43,,5.88,,70883.8,9.3,,08-24
002582,好想你,0.13,30.0,,2.14,,6870.71,371.87,,08-24
301007,德迈仕,0.24,11.84,1.76,14.05,,2402.68,11.96,,08-24
600823,世茂股份,0.37,-28.85,,6.82,,139664.25,0.39,,08-24
002339,积成电子,-0.02,-140.0,,-0.51,,-778.38,-138.79,,08-24
600717,天津港,0.34,-12.82,,3.59,,56190.82,-13.48,,08-24
300233,金城医药,0.36,20.0,,4.27,,12506.05,67.38,,08-24
300971,博亚精工,0.38,31.03,5.76,7.22,,2239.74,35.03,,08-24
002197,证通电子,0.02,0.0,,0.34,,929.35,-8.94,,08-24
300165,天瑞仪器,0.09,-22.78,,2.73,,4223.1,15.76,,08-24
600459,贵研铂业,0.23,43.75,,3.26,,6107.6,49.13,,08-24
300018,中元股份,0.05,-28.57,,1.76,,2506.76,-20.01,,08-24
002120,韵达股份,0.74,174.07,,18.18,,74773.49,1775.7,,08-24
002787,华源控股,0.17,-63.04,,5.02,,4836.01,-24.9,,08-24
002285,世联行,0.14,40.0,,6.7,,28482.53,40.49,,08-24
300891,惠云钛业,0.22,-2300.0,2.01,11.41,,6519.7,-3461.53,10派1.5,08-24
002602,世纪华通,0.6,122.22,,13.17,,61819.1,125.0,,08-24
002371,北方华创,0.12,92.17,,1.64,,5278.88,154.76,,08-24
600192,长城电工,0.03,-29.52,,0.7,,1360.59,-29.56,,08-24
603496,恒为科技,0.45,9.2,,11.91,,3390.7,9.19,,08-24
002327,富安娜,0.19,-8.82,,5.73,,15858.64,-6.36,,08-24
300971,博亚精工,0.38,31.03,5.76,7.22,,2239.74,35.03,,08-24
002787,华源控股,0.17,-63.04,,5.02,,4836.01,-24.9,,08-24
002285,世联行,0.14,40.0,,6.7,,28482.53,40.49,,08-24
600459,贵研铂业,0.23,43.75,,3.26,,6107.6,49.13,,08-24
300018,中元股份,0.05,-28.57,,1.76,,2506.76,-20.01,,08-24
002120,韵达股份,0.74,174.07,,18.18,,74773.49,1775.7,,08-24
603181,皇马科技,0.42,35.48,,9.12,0.59,6298.82,35.31,,08-23
300142,沃森生物,-0.03,-75.0,,-1.35,,-4301.62,-73.43,,08-23
603980,吉华集团,0.51,12.36,,9.51,,20375.41,12.36,,08-23
600156,华升股份,-0.08,6.92,,-4.79,,-3292.9,6.92,,08-23
000757,浩物股份,0.05,25.0,,3.71,,2164.9,30.18,,08-23
300042,朗科科技,0.17,15.48,,2.57,,2282.08,15.46,,08-23
002141,贤丰控股,0.0,-75.65,,0.41,,536.46,21.19,,08-23
002175,东方网络,0.07,-20.17,,3.43,,5099.81,131.01,,08-23
300775,三角防务,0.14,1300.0,2.62,5.44,,6172.66,1136.07,,08-23
002580,圣阳股份,0.05,-58.33,,1.39,,1663.99,-38.49,,08-23
002053,云南能投,0.17,-48.17,,4.18,,9583.02,3.66,,08-23
002348,高乐股份,0.03,33.2,,2.43,,3044.19,33.21,,08-23
300017,网宿科技,0.17,-77.88,3.13,5.58,,41595.56,-29.0,,08-23
002413,雷科防务,0.05,25.0,,1.45,,5046.43,15.72,,08-23
002537,海联金汇,0.14,-26.32,,2.67,,17788.52,216.64,,08-23
002878,元隆雅图,0.61,12.96,,12.87,,3659.44,20.12,,08-23
002305,南国置业,0.01,90.91,,0.24,,1099.96,130.03,,08-23
002337,赛象科技,0.08,-300.0,,3.86,,4660.38,-295.06,,08-23
603598,引力传媒,0.08,14.29,,3.41,,2061.3,5.5,,08-23
002370,亚太药业,0.38,22.58,,4.55,,10160.73,58.79,10转10,08-23
002108,沧州明珠,0.26,-38.1,,9.98,,28493.37,10.97,,08-23
300376,易事特,0.14,-54.84,,8.33,,31745.33,106.32,,08-23
603306,华懋科技,0.59,-29.76,,9.14,,12454.04,6.06,,08-23
000977,浪潮信息,0.14,-45.03,,3.59,,14382.74,-44.66,,08-23
300774,倍杰特,0.51,24.3,3.16,17.62,,5635.66,24.75,10送10.436,08-23
688131,皓元医药,0.83,130.56,4.54,23.17,,1990.87,173.74,,08-23
600511,国药股份,0.79,28.73,,8.78,,55388.89,89.67,,08-23
300029,ST天龙,-0.12,812.7,,-12.97,,-2299.38,810.85,,08-23
300626,华瑞股份,0.26,23.81,4.54,7.14,,2597.73,67.18,,08-23
002481,双塔食品,0.03,-31.2,,1.65,,4340.33,-33.9,,08-23
601177,杭齿前进,0.01,-55.08,,0.26,,423.02,-55.15,,08-23
002283,天润工业,0.12,-14.29,,3.7,,13424.83,66.49,,08-23
002646,天佑德酒,0.24,-29.19,,4.2,,10578.13,-29.2,,08-23
300016,北陆药业,0.22,28.39,,7.71,,7196.04,26.93,,08-23
002773,康弘药业,0.35,31.0,,7.8,,23306.77,30.84,,08-23
002502,鼎龙文化,0.18,-14.29,,4.72,,15252.12,71.84,,08-23
002842,翔鹭钨业,0.39,-15.22,,5.36,,3697.06,6.51,,08-23
601777,力帆科技,0.1,-29.38,,1.79,,12096.24,-32.02,,08-23
301231,荣信文化,0.23,130.0,3.59,6.66,,1218.89,132.26,10派1.8,08-23
300339,润和软件,0.09,-35.71,,1.84,,6529.17,30.58,,08-23
601101,昊华能源,0.4,-433.33,,6.95,,48036.21,-436.32,,08-23
000513,丽珠集团,1.19,14.42,16.11,7.42,,50400.25,23.21,,08-23
002865,钧达股份,0.21,-8.7,,3.32,,2145.69,3.7,,08-23
002624,完美世界,0.51,50.0,,8.9,,67135.29,75.64,,08-23
002062,宏润建设,0.11,0.0,,4.67,,12054.27,20.11,,08-23
002357,富临运业,0.2,2.21,,6.1,,6369.45,2.19,,08-23
002096,南岭民爆,0.04,2.25,,0.74,,1517.66,-3.12,,08-23
600620,天宸股份,0.09,16.37,,2.35,,6203.59,16.4,,08-23
002215,诺普信,0.26,1200.0,,13.51,,23472.25,1105.1,,08-23
002748,世龙实业,0.49,227.2,,10.74,,11866.78,227.33,,08-23
300139,晓程科技,0.0,-90.2,,0.06,,80.57,-88.97,,08-23
000950,重药控股,-0.14,-73.08,,-8.12,,-8095.05,-74.07,,08-23
601595,上海电影,0.29,-34.09,,5.42,,10672.55,-13.1,,08-23
002876,三利谱,0.48,33.33,,5.86,,3061.79,43.72,,08-23
002858,力盛体育,-0.06,-40.1,,-1.68,,-370.2,-19.57,,08-23
300507,苏奥传感,0.43,-46.25,,6.45,,5219.86,17.41,,08-23
300895,铜牛信息,0.37,32.14,3.59,10.61,,1448.45,31.22,,08-23
301120,新特电气,0.08,700.0,7.07,1.03,,619.94,200.75,,08-23
600193,创兴资源,-0.27,-13650.0,,-57.56,,-11523.06,-12578.01,,08-23
300410,正业科技,0.44,259.77,,5.15,,8171.25,309.64,,08-23
002208,合肥城建,0.1,-56.03,,1.86,,3082.42,-56.03,,08-23
002275,桂林三金,0.43,11.44,,10.39,,25246.87,11.44,,08-23
603636,南威软件,0.01,-97.22,,0.96,,864.31,-52.59,,08-23
002528,英飞拓,0.03,-163.48,,0.92,,2639.79,-171.81,,08-23
603612,索通发展,1.2,,,14.38,,21614.67,2532.83,,08-23
300617,安靠智电,0.64,-16.77,,5.94,,3916.65,2.13,,08-23
002414,高德红外,0.07,15.94,,1.41,,4630.41,20.55,,08-23
601368,绿城水务,0.22,45.73,,5.66,,16199.14,45.68,,08-23
600156,华升股份,-0.08,6.92,,-4.79,,-3292.9,6.92,,08-23
000757,浩物股份,0.05,25.0,,3.71,,2164.9,30.18,,08-23
300042,朗科科技,0.17,15.48,,2.57,,2282.08,15.46,,08-23
002141,贤丰控股,0.0,-75.65,,0.41,,536.46,21.19,,08-23
002175,东方网络,0.07,-20.17,,3.43,,5099.81,131.01,,08-23
603181,皇马科技,0.42,35.48,,9.12,0.59,6298.82,35.31,,08-23
300142,沃森生物,-0.03,-75.0,,-1.35,,-4301.62,-73.43,,08-23
603980,吉华集团,0.51,12.36,,9.51,,20375.41,12.36,,08-23
300775,三角防务,0.14,1300.0,2.62,5.44,,6172.66,1136.07,,08-23
002053,云南能投,0.17,-48.17,,4.18,,9583.02,3.66,,08-23
002348,高乐股份,0.03,33.2,,2.43,,3044.19,33.21,,08-23
300017,网宿科技,0.17,-77.88,3.13,5.58,,41595.56,-29.0,,08-23
002413,雷科防务,0.05,25.0,,1.45,,5046.43,15.72,,08-23
002580,圣阳股份,0.05,-58.33,,1.39,,1663.99,-38.49,,08-23
002305,南国置业,0.01,90.91,,0.24,,1099.96,130.03,,08-23
002337,赛象科技,0.08,-300.0,,3.86,,4660.38,-295.06,,08-23
603598,引力传媒,0.08,14.29,,3.41,,2061.3,5.5,,08-23
002370,亚太药业,0.38,22.58,,4.55,,10160.73,58.79,10转10,08-23
002108,沧州明珠,0.26,-38.1,,9.98,,28493.37,10.97,,08-23
300376,易事特,0.14,-54.84,,8.33,,31745.33,106.32,,08-23
002537,海联金汇,0.14,-26.32,,2.67,,17788.52,216.64,,08-23
002878,元隆雅图,0.61,12.96,,12.87,,3659.44,20.12,,08-23
688131,皓元医药,0.83,130.56,4.54,23.17,,1990.87,173.74,,08-23
600511,国药股份,0.79,28.73,,8.78,,55388.89,89.67,,08-23
300029,ST天龙,-0.12,812.7,,-12.97,,-2299.38,810.85,,08-23
300626,华瑞股份,0.26,23.81,4.54,7.14,,2597.73,67.18,,08-23
603306,华懋科技,0.59,-29.76,,9.14,,12454.04,6.06,,08-23
000977,浪潮信息,0.14,-45.03,,3.59,,14382.74,-44.66,,08-23
300774,倍杰特,0.51,24.3,3.16,17.62,,5635.66,24.75,10送10.436,08-23
002646,天佑德酒,0.24,-29.19,,4.2,,10578.13,-29.2,,08-23
300016,北陆药业,0.22,28.39,,7.71,,7196.04,26.93,,08-23
002481,双塔食品,0.03,-31.2,,1.65,,4340.33,-33.9,,08-23
601177,杭齿前进,0.01,-55.08,,0.26,,423.02,-55.15,,08-23
002283,天润工业,0.12,-14.29,,3.7,,13424.83,66.49,,08-23
601777,力帆科技,0.1,-29.38,,1.79,,12096.24,-32.02,,08-23
301231,荣信文化,0.23,130.0,3.59,6.66,,1218.89,132.26,10派1.8,08-23
300339,润和软件,0.09,-35.71,,1.84,,6529.17,30.58,,08-23
002773,康弘药业,0.35,31.0,,7.8,,23306.77,30.84,,08-23
002502,鼎龙文化,0.18,-14.29,,4.72,,15252.12,71.84,,08-23
002842,翔鹭钨业,0.39,-15.22,,5.36,,3697.06,6.51,,08-23
002624,完美世界,0.51,50.0,,8.9,,67135.29,75.64,,08-23
002062,宏润建设,0.11,0.0,,4.67,,12054.27,20.11,,08-23
002357,富临运业,0.2,2.21,,6.1,,6369.45,2.19,,08-23
002096,南岭民爆,0.04,2.25,,0.74,,1517.66,-3.12,,08-23
600620,天宸股份,0.09,16.37,,2.35,,6203.59,16.4,,08-23
601101,昊华能源,0.4,-433.33,,6.95,,48036.21,-436.32,,08-23
002676,顺威股份,0.02,-75.0,,1.15,,1257.95,-54.01,,08-23
002806,华锋股份,0.08,-63.55,,3.06,,1090.71,-18.5,,08-23
300171,东富龙,0.13,-42.82,,2.77,,8204.08,-42.48,,08-23
002073,软控股份,0.07,250.0,,1.35,,6166.97,238.83,,08-23
002828,贝肯能源,0.15,0.0,,1.56,,1810.81,37.6,,08-23
002060,粤水电,0.04,-49.88,,1.87,,5142.0,0.19,,08-23
002388,新亚制程,0.13,2500.0,,8.57,,5177.0,2443.11,,08-23
000767,晋控电力,-0.2,276.83,,-7.06,,-60052.01,414.02,,08-23
002115,三维通信,0.04,-170.77,,1.82,,1700.28,-170.74,,08-23
300347,泰格医药,0.24,40.71,,6.33,,11962.95,53.07,10派1,08-23
002181,粤传媒,-0.04,-39.75,,-1.33,,-5015.23,-39.79,,08-23
002213,大为股份,0.01,-75.0,,0.39,,139.51,-82.18,,08-23
002246,北化股份,0.06,-33.33,,2.07,,2568.91,-33.61,,08-23
002280,联络互动,0.01,-88.89,,0.51,,3145.39,-83.78,,08-23
002609,捷顺科技,0.09,7.72,,2.68,,5668.16,21.2,,08-23
600531,豫光金铅,0.08,93.83,,2.79,,8560.06,138.54,,08-23
002839,张家港行,0.2,0.0,,4.51,,35174.55,5.56,,08-23
300205,天喻信息,0.07,-16.1,,2.59,,2957.97,-16.1,,08-23
600070,浙江富润,0.19,1102.53,,4.31,,9720.47,1620.17,,08-23
002366,*ST海核,0.98,50.77,,21.36,,42581.92,50.4,,08-23
000828,东莞控股,0.44,14.17,,9.19,,46149.13,14.19,,08-23
603139,康惠制药,0.25,-10.71,,3.2,,2052.7,-3.16,,08-23
300393,中来股份,0.84,86.67,,14.78,,15386.17,89.63,10派1.49362,08-23
002256,兆新股份,0.03,-85.0,,2.83,,6316.21,-8.6,,08-23
601668,中国建筑,0.57,11.76,,8.64,,1803772.9,12.03,,08-23
000728,国元证券,0.17,-34.62,,2.46,,51371.83,0.62,,08-23
002687,乔治白,0.1,-9.09,,3.65,,3591.89,-4.69,,08-23
300346,南大光电,0.12,417.33,,1.56,,1871.71,416.01,,08-23
600684,珠江股份,0.32,45.45,,8.53,,22979.56,44.98,,08-23
002816,和科达,0.08,-48.42,,1.64,,846.88,-31.25,,08-23
002376,新北洋,0.21,50.0,,5.46,,13422.29,60.37,,08-23
000900,现代投资,0.4,18.82,,5.12,,40687.45,18.83,,08-23
002498,汉缆股份,0.05,-16.67,,3.48,,15719.28,-17.23,,08-23
002234,民和股份,-0.6,-217.65,,-19.44,,-18254.52,-218.13,,08-23
002037,保利联合,0.12,1100.0,,1.85,,3767.67,757.61,,08-23
603138,海量数据,0.22,-28.62,,7.5,,2163.82,15.79,,08-23
002861,瀛通通讯,0.44,37.16,,6.1,,4487.93,51.85,,08-23
300555,路通视信,0.11,-73.17,3.04,3.45,,2102.18,-14.67,,08-23
002058,威尔泰,-0.03,113.33,,-2.49,,-461.04,116.21,,08-23
002883,中设股份,0.5,51.52,,10.8,,2096.86,58.18,,08-23
600864,哈投股份,0.12,-25.0,,1.85,,25538.1,194.24,,08-23
600667,太极实业,0.08,263.64,,2.79,,16690.78,526.85,,08-23
002871,伟隆股份,0.54,28.57,,8.56,,2890.39,36.42,,08-23
002595,豪迈科技,0.46,1.29,,10.27,,37098.99,1.31,,08-23
300566,激智科技,0.3,-6.25,,3.64,,2415.72,25.48,,08-23
600580,卧龙电驱,0.1,-11.43,,2.51,,12984.62,-9.31,,08-22
603203,快克股份,0.49,-23.44,,9.07,,5915.56,32.96,,08-22
603298,杭叉集团,0.45,4.65,,8.49,,28126.1,23.06,,08-22
300520,科大国创,0.02,-85.71,,0.88,,464.91,-52.7,,08-22
002025,航天电器,0.35,20.69,,6.68,,14893.22,18.13,,08-22
600802,福建水泥,-0.11,-60.63,,-5.93,,-4306.27,-60.66,,08-22
688269,凯立新材,0.34,40.84,1.96,16.71,,2042.49,40.85,,08-22
300588,熙菱信息,0.15,102.85,,4.81,,1495.4,170.55,,08-22
000099,中信海直,0.07,-0.87,,1.44,,4132.18,-0.92,,08-22
300380,安硕信息,-0.05,-200.0,,-1.78,,-690.48,-191.76,,08-22
603866,桃李面包,0.41,-2.38,,8.61,,18314.3,-3.23,,08-22
002848,高斯贝尔,0.07,-76.08,,1.4,,1070.56,-70.77,,08-22
300477,合纵科技,0.12,9.09,,3.75,,3356.77,11.66,,08-22
000998,隆平高科,0.19,45.66,,4.06,,23402.48,50.88,,08-22
603388,元成股份,0.35,75.0,,5.44,,3050.58,101.79,10转10,08-22
600262,北方股份,0.13,-388.94,,2.08,,2131.25,-388.58,,08-22
002463,沪电股份,0.06,200.0,,3.04,,10297.43,239.36,,08-22
603368,柳药集团,1.28,15.32,,5.87,,19180.8,30.15,,08-22
300204,舒泰神,0.3,20.0,,7.33,,14256.28,20.45,,08-22
000656,金科股份,0.06,-57.14,,2.13,,45559.23,-31.66,,08-22
300533,冰川网络,0.51,-56.78,,3.36,,5050.38,-43.08,,08-22
002124,天邦食品,0.19,-39.77,,6.13,,13557.0,-33.32,,08-22
002722,物产金轮,0.35,-7.89,,3.69,,6217.53,-1.57,,08-22
603208,江山欧派,0.8,-11.11,,7.76,,5943.1,9.41,,08-22
002223,鱼跃医疗,0.4,-29.82,,7.86,,39812.73,20.13,,08-22
300457,赢合科技,0.94,91.84,,11.91,,11432.76,98.24,10转15,08-22
600732,爱旭股份,0.16,-333.38,,16.91,,7148.39,-333.33,,08-22
002641,公元股份,0.06,-57.14,,2.46,,6317.15,-48.27,,08-22
300279,和晶科技,0.11,-66.33,,3.1,,5073.33,6.63,,08-22
002708,光洋股份,0.03,-63.32,,0.81,,1234.39,-61.17,,08-22
000868,安凯客车,-0.04,-233.33,,-2.2,,-2878.4,-249.89,,08-22
000959,首钢股份,0.18,5687.1,,3.75,,94889.51,5667.78,,08-22
000619,海螺新材,0.01,-95.87,,0.1,,233.38,-95.88,,08-22
002607,中公教育,0.05,-37.5,,2.26,,4259.25,29.94,,08-22
300247,融捷健康,0.04,101.41,,1.47,,3446.07,124.84,,08-22
600119,长江投资,0.05,-79.17,,1.52,,1441.49,-80.14,,08-22
002068,黑猫股份,0.35,-488.89,,10.06,,21532.83,-477.04,,08-22
600851,海欣股份,0.05,-48.95,,1.49,,6139.05,-48.98,,08-22
002102,ST冠福,0.03,-72.84,,1.71,,7860.16,-3.0,,08-22
603038,华立股份,0.64,-21.95,,4.84,,4074.97,-0.72,,08-22
002696,百洋股份,0.08,5.35,,1.41,,1455.26,5.39,,08-22
300631,久吾高科,0.09,22.71,,1.75,,829.05,43.2,,08-22
601567,三星医疗,0.16,-5.88,,3.32,,23159.05,13.65,,08-22
300588,熙菱信息,0.15,102.85,,4.81,,1495.4,170.55,,08-22
600580,卧龙电驱,0.1,-11.43,,2.51,,12984.62,-9.31,,08-22
603203,快克股份,0.49,-23.44,,9.07,,5915.56,32.96,,08-22
603298,杭叉集团,0.45,4.65,,8.49,,28126.1,23.06,,08-22
300520,科大国创,0.02,-85.71,,0.88,,464.91,-52.7,,08-22
002025,航天电器,0.35,20.69,,6.68,,14893.22,18.13,,08-22
600802,福建水泥,-0.11,-60.63,,-5.93,,-4306.27,-60.66,,08-22
688269,凯立新材,0.34,40.84,1.96,16.71,,2042.49,40.85,,08-22
000099,中信海直,0.07,-0.87,,1.44,,4132.18,-0.92,,08-22
300380,安硕信息,-0.05,-200.0,,-1.78,,-690.48,-191.76,,08-22
603866,桃李面包,0.41,-2.38,,8.61,,18314.3,-3.23,,08-22
002848,高斯贝尔,0.07,-76.08,,1.4,,1070.56,-70.77,,08-22
300477,合纵科技,0.12,9.09,,3.75,,3356.77,11.66,,08-22
000998,隆平高科,0.19,45.66,,4.06,,23402.48,50.88,,08-22
603388,元成股份,0.35,75.0,,5.44,,3050.58,101.79,,08-22
600516,方大炭素,0.24,2654.02,,6.83,,41185.41,2647.66,,08-22
000738,航发控制,0.13,26.88,,2.86,,14326.35,26.8,,08-22
002101,广东鸿图,0.54,93.55,,5.39,,15306.96,160.64,,08-22
002695,煌上煌,0.16,-57.89,,4.93,,8003.82,67.99,,08-22
605289,罗曼股份,0.29,70.59,3.51,10.02,,1709.96,79.42,,08-22
002002,鸿达兴业,0.21,84.07,,12.51,,50495.52,82.93,,08-22
601700,风范股份,0.1,0.0,,3.71,,11462.64,2.37,,08-22
002351,漫步者,0.12,48.75,,3.93,,7012.76,48.74,10派0.5,08-22
002384,东山精密,0.11,-38.89,,3.34,,11933.06,-21.09,10派0.1,08-22
300321,同大股份,0.11,-33.19,,1.66,,963.53,-33.17,,08-22
002416,爱施德,0.15,65.98,,2.95,,15773.55,73.03,,08-22
002518,科士达,0.26,0.0,,7.38,,14872.94,30.77,,08-22
600366,宁波韵升,0.3,-78.36,,3.66,,16184.61,-78.19,,08-22
000712,锦龙股份,0.11,-38.89,,2.61,,9673.99,-41.2,,08-22
600353,旭光电子,0.04,3.98,,1.99,,2130.63,3.93,,08-22
300212,易华录,0.22,1.65,,3.08,,7967.39,1.64,,08-22
300898,熊猫乳品,0.39,-9.3,3.81,9.38,,3634.37,6.07,,08-22
600243,青海华鼎,0.11,-218.79,,2.64,,4637.64,-214.18,,08-22
000159,国际实业,-0.13,289.75,,-2.8,,-6038.55,289.85,10派0.3,08-22
300683,海特生物,0.9,13.92,,9.51,,6953.86,13.12,,08-22
002219,恒康医疗,0.09,16.56,,3.97,,16548.91,15.05,,08-22
002550,千红制药,0.11,1.08,,6.0,,14399.82,0.8,,08-22
600052,东望时代,0.04,-92.86,,1.54,,3217.57,-93.42,,08-22
603519,立霸股份,0.25,8.7,,5.68,,3975.48,10.39,,08-22
000090,天健集团,0.29,95.14,,5.34,,34610.32,95.04,,08-22
600311,*ST荣华,0.01,-107.94,,0.4,,328.24,-107.81,,08-22
600389,江山股份,0.22,1489.36,,4.73,,6655.26,1486.92,,08-22
002571,德力股份,0.08,-221.67,,2.12,,3146.91,-221.6,,08-22
603386,骏亚科技,0.18,,1.95,9.92,0.27,2795.64,,,08-22
600438,通威股份,0.2,81.73,,6.56,,79162.24,242.31,,08-22
002627,三峡旅游,0.24,28.55,,3.41,,3203.73,28.55,,08-22
603580,艾艾精工,0.25,-1.08,,5.3,,1367.93,9.91,,08-22
